Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
11341,No,Cash Back,Postcard,High,1,Yes,Low,1,1,4,Yes,895.25,1568,1022,694,297
11342,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,162.25,22,441,101,85
11343,No,Points,Letter,High,2,Yes,High,2,1,3,Yes,703,543,790,564,915
11344,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,1080.5,592,946,1024,1760
11345,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,905.75,1687,1002,616,318
11346,No,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,943.75,1892,1105,663,115
11347,No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,962.5,1598,1131,771,350
11348,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,986.25,1359,1493,437,656
11349,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,4,Yes,374.75,491,452,57,499
11350,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1100,160,989,1652,1599
11351,Yes,Points,Postcard,Medium,1,Yes,High,3,2,3,No,1054.5,830,716,1260,1412
11352,No,Cash Back,Letter,Low,1,No,Medium,1,2,3,Yes,1039,489,1246,906,1515
11353,No,Cash Back,Postcard,Medium,1,No,High,1,2,6,Yes,1268.25,916,1328,2168,661
11354,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,Yes,990,1583,1464,789,124
11355,Yes,Points,Postcard,Medium,1,No,Low,1,1,6,No,1078.5,1010,572,1007,1725
11356,No,Points,Postcard,High,1,No,Medium,2,1,3,No,1067.5,482,1083,1193,1512
11357,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1114.75,195,1010,1465,1789
11358,No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,1033.75,1796,1048,987,304
11359,No,Air Miles,Postcard,Medium,2,No,Low,2,1,2,Yes,1064.5,178,1699,1340,1041
11360,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1146.25,1547,1267,859,912
11361,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,293.25,346,331,212,284
11362,No,Points,Letter,Low,1,No,Low,2,2,4,No,1068.5,1929,1185,716,444
11363,No,Points,Letter,Low,1,No,Low,1,1,5,Yes,1180.25,637,1032,1956,1096
11364,No,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1332.75,1043,640,1552,2096
11365,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1224.5,1842,1208,1048,800
11366,No,Cash Back,Letter,High,2,No,Low,1,1,3,Yes,277.25,345,103,340,321
11367,No,Air Miles,Letter,Low,1,No,Medium,3,1,4,Yes,437.5,415,486,413,436
11368,No,Air Miles,Letter,High,1,No,Medium,1,2,4,No,1040,1034,542,963,1621
11369,No,Points,Postcard,High,1,No,Low,1,1,4,No,310.5,172,358,245,467
11370,No,Air Miles,Letter,Medium,1,No,High,1,1,3,No,1215.25,926,1161,1829,945
11371,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1206.75,1787,1775,1146,119
11372,No,Air Miles,Letter,Low,1,No,High,1,1,4,No,718,923,567,735,647
11373,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,1238.75,809,820,1932,1394
11374,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1162.75,1829,997,933,892
11375,No,Cash Back,Letter,High,1,No,Medium,1,2,4,Yes,1094,965,1330,1463,618
11376,No,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,177.75,155,119,330,107
11377,No,Air Miles,Letter,High,1,No,Medium,1,1,4,Yes,1119.75,989,966,1930,594
11378,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1248.75,1422,1678,1156,739
11379,Yes,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,172.75,240,168,23,260
11380,No,Air Miles,Letter,High,1,No,Low,1,2,5,Yes,1109,308,982,1858,1288
11381,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,4,No,1240.25,623,820,1503,2015
11382,No,Points,Letter,Low,2,No,High,2,2,5,No,1058.75,1813,1290,883,249
11383,No,Points,Letter,Medium,2,No,High,1,1,4,No,1258,1833,1415,890,894
11384,No,Cash Back,Postcard,Medium,1,No,Low,2,2,6,Yes,935.25,1575,1128,743,295
11385,No,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,276.5,187,366,313,240
11386,No,Points,Letter,Medium,1,No,Medium,2,2,5,No,1108,226,1263,1671,1272
11387,No,Points,Letter,Low,1,No,Low,3,1,3,Yes,1094.25,372,1116,1588,1301
11388,No,Points,Letter,High,1,No,High,2,2,4,Yes,1053.75,682,707,895,1931
11389,No,Air Miles,Letter,High,1,No,High,1,1,3,No,1808.75,1738,1855,1914,1728
11390,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,Yes,195.5,266,49,375,92
11391,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,964.25,291,1196,1104,1266
11392,Yes,Air Miles,Postcard,High,3,No,Low,2,1,4,Yes,992.25,480,917,2059,513
11393,Yes,Air Miles,Postcard,High,2,No,Medium,4,1,4,Yes,1086.25,1620,921,1024,780
11394,Yes,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,1295.75,404,1495,2026,1258
11395,No,Points,Letter,Low,1,No,High,2,1,4,Yes,1099.5,1924,923,1022,529
11396,No,Air Miles,Letter,Low,1,No,High,1,1,6,Yes,918.75,886,885,908,996
11397,No,Points,Letter,Low,1,No,High,3,1,3,Yes,995.25,1619,1344,684,334
11398,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1003.5,156,666,2117,1075
11399,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1250,71,976,1787,2166
11400,No,Cash Back,Postcard,High,1,No,Low,2,1,3,No,1008,1019,631,1072,1310
11401,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,272.5,463,334,23,270
11402,No,Cash Back,Letter,Medium,2,No,Medium,2,1,2,No,1218.75,1692,1612,1227,344
11403,Yes,Air Miles,Letter,Low,2,No,Medium,3,1,4,Yes,318.5,134,462,215,463
11404,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1052.5,1255,1679,517,759
11405,No,Air Miles,Postcard,Low,1,No,Low,1,2,2,No,1011,1745,1192,1027,80
11406,No,Cash Back,Postcard,Low,1,No,Low,2,2,6,Yes,796.75,731,596,912,948
11407,No,Air Miles,Letter,Medium,1,No,Low,2,2,4,No,1106.25,1822,1258,874,471
11408,No,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,1422.5,1496,1009,1877,1308
11409,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,749,673,663,906,754
11410,No,Cash Back,Letter,High,1,No,High,2,1,2,No,649,501,959,553,583
11411,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1400,964,1342,1899,1395
11412,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,5,Yes,1107.5,756,428,1414,1832
11413,No,Points,Letter,High,2,No,Medium,1,1,3,Yes,1414.5,118,1570,2285,1685
11414,No,Air Miles,Letter,Low,1,No,High,2,2,3,Yes,1550.25,916,1699,2205,1381
11415,No,Points,Letter,Low,1,No,High,2,1,4,Yes,1000.75,461,573,2180,789
11416,No,Cash Back,Letter,High,1,No,Medium,2,1,2,Yes,790.25,606,606,976,973
11417,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,No,1163.75,95,1273,1534,1753
11418,No,Points,Letter,Low,2,No,High,2,1,4,Yes,844,871,903,810,792
11419,No,Air Miles,Postcard,High,1,Yes,Low,2,1,3,Yes,1292.5,304,1385,2084,1397
11420,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,754.25,811,648,879,679
11421,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,873.75,777,819,1219,680
11422,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1231,1017,1703,1650,554
11423,No,Points,Postcard,Medium,1,Yes,Low,1,1,3,No,189.75,164,421,63,111
11424,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,892.75,355,498,1343,1375
11425,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1422.25,940,808,2088,1853
11426,No,Air Miles,Postcard,High,1,No,High,2,2,1,Yes,140.5,24,340,55,143
11427,No,Air Miles,Letter,High,1,Yes,Low,1,1,4,Yes,1023.75,694,885,1828,688
11428,No,Points,Letter,Medium,1,No,Medium,3,1,4,No,837.25,864,552,977,956
11429,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,1348.5,2099,1784,780,731
11430,No,Points,Letter,Medium,1,No,Low,2,1,3,No,970.25,1128,401,1339,1013
11431,No,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,124.75,314,73,52,60
11432,No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,1237.25,106,1173,1789,1881
11433,No,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1367,997,969,1488,2014
11434,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1190.5,1315,1168,1286,993
11435,No,Points,Letter,Low,2,No,High,1,2,3,Yes,949,1943,857,501,495
11436,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,751.75,784,590,842,791
11437,No,Air Miles,Letter,Medium,1,No,High,1,2,3,Yes,975.25,22,1190,1293,1396
11438,No,Air Miles,Postcard,Low,2,No,Medium,3,2,4,Yes,1367.25,494,1384,1773,1818
11439,No,Cash Back,Letter,Medium,2,No,Medium,2,1,3,Yes,641.75,602,654,717,594
11440,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,No,779.25,838,983,628,668
11441,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1173.5,1584,1602,758,750
11442,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,165,189,273,100,98
11443,No,Points,Postcard,Medium,1,No,High,2,2,3,No,935.5,430,487,1492,1333
11444,No,Cash Back,Letter,High,2,No,Medium,3,1,3,Yes,1226.75,864,1339,1822,882
11445,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,980.25,1245,1186,1060,430
11446,No,Points,Postcard,High,1,No,High,1,1,4,Yes,1082,2183,1106,844,195
11447,No,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1049,1694,1355,689,458
11448,No,Points,Letter,High,1,No,Low,2,1,3,Yes,279.75,315,53,412,339
11449,No,Points,Postcard,High,2,No,Low,2,1,5,No,728,825,568,730,789
11450,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1387,1330,1487,883,1848
11451,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1002.5,1940,1196,555,319
11452,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1048.25,330,1423,1874,566
11453,No,Cash Back,Postcard,High,1,No,Low,2,2,4,Yes,1108.25,609,462,1779,1583
11454,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,5,Yes,999,1693,1161,925,217
11455,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1039.25,1825,1352,903,77
11456,No,Cash Back,Letter,Medium,1,No,Medium,2,2,2,Yes,738,530,642,820,960
11457,No,Air Miles,Letter,Medium,1,No,High,4,2,4,No,1179.75,1725,1446,931,617
11458,Yes,Cash Back,Letter,Low,2,No,Low,1,1,5,Yes,1277.25,247,1112,1632,2118
11459,No,Points,Letter,Low,1,Yes,Medium,1,1,1,Yes,1111.5,150,1492,1826,978
11460,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1146.75,423,1519,1961,684
11461,No,Air Miles,Postcard,Low,2,No,Medium,1,1,3,Yes,1272,454,1750,1548,1336
11462,No,Air Miles,Letter,High,1,Yes,Medium,2,1,3,Yes,1265.75,1077,1583,1450,953
11463,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,Yes,230.75,483,238,38,164
11464,No,Cash Back,Letter,High,1,No,Medium,1,2,3,No,642,746,583,735,504
11465,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,2,No,1289.75,597,929,1584,2049
11466,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1068.25,1824,1132,981,336
11467,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,960,1527,1280,646,387
11468,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,5,Yes,1068.75,351,858,1476,1590
11469,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1200.25,612,1769,1505,915
11470,No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,1309.25,424,1592,2014,1207
11471,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,1063.5,254,1402,2181,417
11472,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,983.5,452,1474,1219,789
11473,No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,860,85,1103,898,1354
11474,No,Points,Letter,Low,1,No,Low,2,1,5,No,1401,2090,1405,1143,966
11475,No,Air Miles,Postcard,Medium,1,No,Low,2,1,6,Yes,1266.25,1612,1743,915,795
11476,Yes,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,742.25,866,736,734,633
11477,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1105.25,1458,553,828,1582
11478,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,813,853,911,920,568
11479,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,Yes,1104.75,1966,1273,729,451
11480,No,Points,Letter,Low,2,No,Low,2,2,4,No,727.75,594,892,617,808
11481,No,Air Miles,Postcard,Low,1,No,High,3,1,5,Yes,926.75,275,971,1584,877
11482,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,117.75,47,311,25,88
11483,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1125,1974,1283,849,394
11484,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,760.5,516,993,839,694
11485,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,706.75,876,663,582,706
11486,No,Air Miles,Postcard,Low,1,No,High,1,1,2,No,661.75,845,561,600,641
11487,No,Air Miles,Letter,High,1,No,Low,2,1,3,No,752.75,130,1289,866,726
11488,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,713,556,741,738,817
11489,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,1,Yes,1090.75,1420,1794,1084,65
11490,No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,798,213,688,987,1304
11491,No,Air Miles,Letter,Medium,1,No,Low,3,2,3,Yes,722,686,563,891,748
11492,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1092.75,338,1778,1671,584
11493,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,247,301,349,260,78
11494,No,Air Miles,Letter,Low,2,No,Low,3,1,2,No,1204.5,683,1187,1507,1441
11495,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,325,353,322,327,298
11496,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,990.25,1634,828,704,795
11497,No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,1130.25,1021,654,1159,1687
11498,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,264.25,447,161,201,248
11499,No,Cash Back,Postcard,High,1,No,Low,1,1,2,No,1134.25,421,1703,1757,656
11500,Yes,Air Miles,Postcard,Low,3,No,Low,2,2,3,Yes,1102.75,67,940,1658,1746
11501,No,Points,Letter,High,2,No,Low,3,2,2,No,1094.75,1880,1498,660,341
11502,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,331.75,394,238,339,356
11503,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1094,2011,1060,425,880
11504,No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,Yes,1043.75,1967,1193,706,309
11505,No,Cash Back,Letter,Medium,1,Yes,Low,3,2,4,Yes,1040.5,1820,1181,974,187
11506,No,Points,Postcard,High,1,Yes,Low,1,1,2,Yes,241.5,66,409,23,468
11507,No,Cash Back,Postcard,High,1,No,High,3,1,2,Yes,210,83,343,256,158
11508,No,Points,Letter,Medium,1,No,Medium,3,1,1,Yes,987.75,1792,1389,728,42
11509,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,984,1673,1205,776,282
11510,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,961.5,1749,1339,545,213
11511,No,Air Miles,Postcard,Low,1,No,High,2,2,5,No,1038.5,546,1125,862,1621
11512,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1221.75,340,1615,1629,1303
11513,No,Air Miles,Letter,High,2,No,Low,1,1,3,Yes,1127,865,1181,1255,1207
11514,No,Cash Back,Letter,Low,2,No,High,2,1,5,No,1143.5,1044,1084,1739,707
11515,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1115,279,1542,1370,1269
11516,No,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1096.75,1748,1479,713,447
11517,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1247.5,755,1297,1551,1387
11518,No,Cash Back,Letter,Medium,2,Yes,High,2,3,4,Yes,1147.25,680,1026,1850,1033
11519,No,Cash Back,Postcard,High,2,No,High,2,1,3,No,1111.5,349,1440,1851,806
11520,No,Points,Postcard,Medium,1,No,Low,2,1,5,No,1218.25,778,1380,1847,868
11521,No,Cash Back,Letter,Low,1,No,Medium,1,1,5,Yes,1021.25,1797,1158,947,183
11522,Yes,Points,Postcard,Medium,1,No,Low,2,2,2,No,1016.5,1329,1152,753,832
11523,No,Air Miles,Postcard,High,1,No,Medium,4,2,2,Yes,1086,800,1038,1704,802
11524,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1202.5,1625,1068,1097,1020
11525,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,964.25,1649,883,1239,86
11526,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1210.25,1974,1521,1237,109
11527,No,Cash Back,Letter,Medium,2,No,High,2,2,1,Yes,1199,995,762,1005,2034
11528,No,Points,Postcard,Low,1,No,Low,3,1,2,Yes,1052.5,1186,1112,1046,866
11529,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,615.25,581,558,737,585
11530,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1003.75,637,1366,1095,917
11531,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1133.75,1958,1268,400,909
11532,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,1326.75,1459,1206,1032,1610
11533,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1288.5,1792,1599,1163,600
11534,No,Points,Postcard,Medium,1,Yes,Medium,3,1,5,Yes,1000.75,1774,1429,649,151
11535,No,Cash Back,Letter,High,1,No,Medium,3,1,5,No,1165.25,1060,1805,1022,774
11536,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,No,1150.5,1364,1645,1125,468
11537,No,Cash Back,Postcard,High,1,Yes,High,1,1,4,Yes,1075.5,1807,1011,990,494
11538,No,Cash Back,Letter,Medium,2,No,Low,1,2,3,Yes,1273.75,1274,1633,1367,821
11539,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,No,1027.25,1828,1458,617,206
11540,No,Points,Letter,Medium,1,No,Low,2,1,2,No,928.25,1550,1202,776,185
11541,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,238,461,285,78,128
11542,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,925,1875,1021,558,246
11543,No,Points,Postcard,High,1,No,Medium,3,2,3,Yes,810.25,685,990,711,855
11544,No,Cash Back,Postcard,High,1,No,High,1,2,3,Yes,917.75,1695,1125,686,165
11545,No,Points,Letter,Medium,1,No,Low,2,2,4,Yes,964,164,1321,882,1489
11546,No,Points,Postcard,Low,1,No,High,4,1,3,Yes,746.5,208,1193,1116,469
11547,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,778.25,867,693,973,580
11548,No,Points,Letter,Low,1,No,High,2,1,3,Yes,154,65,235,195,121
11549,No,Air Miles,Letter,High,1,No,Medium,1,1,5,No,1104.5,816,483,1290,1829
11550,No,Cash Back,Postcard,Low,1,Yes,High,2,2,5,Yes,1357.5,953,1588,2170,719
11551,No,Air Miles,Letter,High,1,No,Medium,3,1,2,Yes,1243.5,497,1745,2185,547
11552,No,Points,Postcard,Medium,1,No,High,1,1,6,Yes,1199.75,1372,1687,908,832
11553,No,Cash Back,Letter,High,1,Yes,Low,3,1,3,No,354.75,221,376,440,382
11554,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,992.5,512,1123,1536,799
11555,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1234.25,85,1514,2031,1307
11556,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,3,Yes,665.25,597,921,546,597
11557,No,Points,Postcard,Low,1,No,High,2,1,1,Yes,942.25,937,861,1530,441
11558,No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,3,Yes,1383,854,1271,1713,1694
11559,No,Air Miles,Postcard,Low,2,No,High,1,1,4,Yes,955.5,202,1013,1389,1218
11560,No,Cash Back,Letter,Medium,1,No,Medium,2,1,1,No,1711.75,1534,1698,1953,1662
11561,No,Air Miles,Postcard,Medium,2,Yes,Medium,1,2,2,Yes,970.5,1553,812,1027,490
11562,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,624.75,606,779,556,558
11563,No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,1304.25,750,1158,1337,1972
11564,No,Points,Letter,High,2,No,Medium,3,1,4,No,1149.75,115,957,1505,2022
11565,Yes,Points,Postcard,Medium,2,No,Low,2,1,2,No,343.5,471,283,498,122
11566,No,Air Miles,Postcard,High,1,Yes,Low,2,1,5,Yes,957.25,1941,1003,699,186
11567,No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,Yes,290.25,473,406,119,163
11568,No,Points,Letter,High,1,Yes,High,2,1,4,Yes,1294.5,554,1796,1508,1320
11569,No,Points,Postcard,High,1,No,High,2,1,2,Yes,257.75,482,63,96,390
11570,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,1078,333,1421,1855,703
11571,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,1273,2051,1735,759,547
11572,No,Air Miles,Postcard,High,1,Yes,Low,2,1,5,Yes,1169.75,301,1232,2026,1120
11573,No,Air Miles,Letter,High,1,No,Low,1,1,2,Yes,1058.5,1949,1323,832,130
11574,No,Air Miles,Letter,Medium,1,No,Low,1,2,5,No,925,1642,1214,627,217
11575,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,950.75,276,1426,1587,514
11576,No,Points,Letter,Low,1,Yes,High,2,1,4,Yes,1297.75,261,1704,2062,1164
11577,No,Air Miles,Letter,High,1,No,Low,2,2,6,No,722.25,990,677,719,503
11578,No,Cash Back,Letter,Medium,1,No,Low,3,1,2,Yes,1233.5,261,1691,1884,1098
11579,No,Points,Letter,Medium,1,No,Medium,3,2,3,No,1116.5,1480,1719,995,272
11580,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,732.75,916,674,651,690
11581,Yes,Points,Postcard,Medium,2,No,Low,2,1,1,No,1017.75,1635,1018,990,428
11582,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,699.5,631,991,562,614
11583,No,Points,Postcard,Medium,1,No,Medium,3,1,5,Yes,325,340,191,484,285
11584,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,861.75,440,815,928,1264
11585,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,613,677,607,581,587
11586,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,3,Yes,1299.75,960,1288,1646,1305
11587,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,6,No,806.5,920,771,537,998
11588,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,1255.75,1504,1376,1338,805
11589,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,6,Yes,1151.75,478,1269,1967,893
11590,No,Air Miles,Postcard,Low,1,No,High,2,2,3,Yes,985.75,1651,1478,708,106
11591,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,2,Yes,1041.25,1884,1071,812,398
11592,No,Air Miles,Postcard,Medium,2,No,Low,3,1,5,Yes,918.25,1693,1015,737,228
11593,No,Cash Back,Letter,High,1,Yes,Low,2,1,5,No,887.5,775,437,929,1409
11594,No,Cash Back,Postcard,Low,2,No,Low,2,1,2,No,866.75,1556,1065,671,175
11595,No,Cash Back,Letter,Medium,2,Yes,High,2,1,2,No,1131.75,1894,1452,807,374
11596,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1151.5,1697,1000,1362,547
11597,No,Points,Letter,High,1,No,Medium,1,1,4,No,1031,248,1590,1604,682
11598,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,929.5,1932,1104,619,63
11599,No,Points,Postcard,High,1,No,High,2,1,4,No,278,222,497,209,184
11600,No,Points,Letter,High,1,No,Medium,2,1,6,No,789.75,866,880,865,548
11601,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,No,1002.25,1419,616,802,1172
11602,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1050,1932,1312,804,152
11603,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1106.75,1810,1419,764,434
11604,No,Air Miles,Postcard,High,1,No,High,2,2,2,No,1230.25,856,1084,1558,1423
11605,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,934.5,1434,964,1190,150
11606,No,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,1246,853,1637,1628,866
11607,No,Points,Letter,Medium,2,No,Medium,3,1,2,Yes,1036.5,847,859,1000,1440
11608,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,735.5,766,808,704,664
11609,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,185.75,333,20,192,198
11610,No,Cash Back,Letter,High,2,No,Medium,3,2,3,No,1119.5,294,1168,879,2137
11611,Yes,Air Miles,Postcard,High,2,Yes,Low,2,1,4,No,775,961,746,685,708
11612,No,Points,Letter,Low,1,No,High,3,1,2,Yes,1288,1839,1409,1376,528
11613,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,259,36,88,465,447
11614,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,No,317,425,465,194,184
11615,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1428.75,1493,1698,1143,1381
11616,No,Points,Letter,Medium,1,Yes,Medium,3,1,3,No,1307.5,2191,1449,967,623
11617,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,2,No,344.5,143,402,492,341
11618,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1379,1020,1177,1772,1547
11619,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1145,75,949,1664,1892
11620,No,Points,Postcard,Low,2,No,High,3,1,2,No,589,592,507,569,688
11621,No,Points,Letter,Medium,3,No,Medium,1,1,4,Yes,1381,1048,912,1379,2185
11622,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,984.5,1690,1215,563,470
11623,Yes,Air Miles,Letter,Low,1,No,Low,1,1,4,No,1089.25,1304,1628,629,796
11624,No,Air Miles,Letter,Low,1,No,Low,2,2,2,Yes,902.5,1503,1387,715,5
11625,No,Air Miles,Letter,Medium,1,No,Medium,3,1,2,Yes,1526.25,1344,868,2215,1678
11626,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,1,Yes,361.25,415,473,370,187
11627,No,Cash Back,Letter,Low,1,Yes,High,1,1,5,Yes,1153,751,1425,1322,1114
